customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,clv,spend_category
6284-ahooq,male,1,0,0,22,1,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,1,bank transfer (automatic),90.5,1910.6,1,1991,high
6051-ptvns,female,0,1,1,55,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.15,998.1,0,1053.25,low
2344-jmogn,male,0,1,0,9,1,no,fiber optic,no,yes,yes,yes,yes,no,month-to-month,1,mailed check,94.85,890.6,1,853.65,high
3799-isuzq,male,0,1,1,7,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),69.95,529.5,1,489.65,medium
2877-vduer,female,0,1,1,35,0,no,dsl,no,no,no,yes,yes,no,one year,0,mailed check,40.9,1383.6,0,1431.5,medium
9152-amkak,male,0,0,0,6,1,no,dsl,yes,no,yes,yes,yes,yes,two year,1,mailed check,80.25,493.4,0,481.5,high
1794-hbqtj,female,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,credit card (automatic),48.6,48.6,1,48.6,medium
9432-vofyx,male,0,0,0,17,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.8,1207,0,1203.6,high
8049-wjclq,male,0,1,1,10,1,no,dsl,no,no,yes,no,yes,no,month-to-month,0,mailed check,60.2,563.5,0,602,medium
6586-psjox,male,0,0,1,15,1,no,dsl,no,no,yes,yes,no,no,one year,0,credit card (automatic),55.2,864.55,0,828,medium
2460-fpsyh,female,1,0,0,40,0,no,dsl,yes,yes,no,no,yes,yes,month-to-month,1,electronic check,55.8,2109.35,1,2232,medium
9705-zjbcg,female,0,1,1,13,1,no,dsl,yes,no,no,yes,no,no,one year,0,bank transfer (automatic),54.15,701.05,0,703.95,medium
4818-drbqt,male,0,1,0,29,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),80.15,2265.25,1,2324.35,high
1320-htrdr,female,0,0,0,3,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,75.5,220.6,1,226.5,high
6847-kjlts,female,1,1,0,58,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,bank transfer (automatic),100.4,5749.8,0,5823.2,very_high
9670-bpnxf,female,0,0,0,45,1,no,dsl,yes,yes,no,yes,no,no,one year,1,credit card (automatic),62.55,2796.45,0,2814.75,medium
3913-fcuuw,female,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,no,no,two year,1,bank transfer (automatic),70.45,5165.7,0,5072.4,high
3301-vktgc,male,0,1,1,68,1,yes,fiber optic,yes,yes,no,no,no,no,one year,1,bank transfer (automatic),85.5,5696.6,0,5814,high
1493-amtie,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),20.2,20.2,1,20.2,low
9555-sahuz,female,0,1,1,38,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,electronic check,54.5,2076.05,0,2071,medium
0816-tsphq,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.75,44.2,0,41.5,low
9932-wbwik,male,0,0,0,11,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.35,215.25,0,223.85,low
4619-evphy,female,1,1,0,20,1,no,fiber optic,no,no,no,no,yes,yes,one year,1,bank transfer (automatic),91,1859.5,0,1820,high
5286-yhcvc,male,0,1,0,72,1,yes,fiber optic,no,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),104.8,7470.1,0,7545.6,very_high
6424-eleyh,female,0,1,0,3,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,credit card (automatic),74.75,229.5,1,224.25,high
4391-reshn,male,0,0,0,23,1,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,mailed check,104.05,2470.1,1,2393.15,very_high
9115-yqhga,male,0,0,0,40,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,electronic check,51.1,2092.9,0,2044,medium
4462-cywmh,male,1,1,0,62,1,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,1,bank transfer (automatic),89.8,5629.55,0,5567.6,high
8963-mqvyn,female,0,0,1,22,1,no,no,no,no,no,no,no,no,month-to-month,1,electronic check,20.55,469.85,0,452.1,low
2458-eomre,female,0,0,0,11,1,no,dsl,yes,no,yes,no,no,yes,month-to-month,0,bank transfer (automatic),64.05,733.95,0,704.55,medium
9334-gwgow,male,1,1,0,7,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.85,485.25,0,523.95,high
6821-buxux,female,0,0,0,13,1,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,1,electronic check,96.65,1244.5,1,1256.45,high
5028-htljb,male,1,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,20.05,1,20.05,low
9801-gdwgv,female,0,0,0,39,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,103.45,3994.45,1,4034.55,very_high
6542-lwgxj,male,0,1,0,3,0,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,25,78.25,0,75,low
5567-gzkqy,male,0,0,0,58,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.3,1131.5,0,1177.4,low
1222-lryko,male,0,0,1,6,1,yes,no,no,no,no,no,no,no,month-to-month,0,mailed check,26.35,184.05,0,158.1,low
2320-jrsde,female,0,1,1,1,1,no,no,no,no,no,no,no,no,month-to-month,1,electronic check,19.9,19.9,1,19.9,low
2087-qarey,female,0,1,0,22,1,no,dsl,no,yes,yes,no,no,no,month-to-month,1,mailed check,54.7,1178.75,0,1203.4,medium
0601-wzhjf,male,0,1,0,14,0,no,dsl,no,no,no,no,yes,yes,month-to-month,0,electronic check,46.35,667.7,1,648.9,medium
4423-jwzjn,male,0,1,1,64,1,yes,fiber optic,no,no,yes,no,no,yes,one year,0,credit card (automatic),90.25,5629.15,0,5776,high
5143-wmwog,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.95,19.95,1,19.95,low
6490-fgzat,male,0,0,0,6,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.65,109.3,0,123.9,low
5393-rxqsz,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,0,electronic check,79.6,79.6,1,79.6,high
7452-folon,male,0,0,1,39,1,yes,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),25.45,958.45,0,992.55,low
2320-tzrrh,female,0,0,0,20,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.5,403.15,0,390,low
0231-lxvap,male,0,0,0,1,1,no,fiber optic,no,no,no,yes,no,no,month-to-month,1,electronic check,75.9,75.9,1,75.9,high
9444-jtxhz,male,0,1,0,1,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,electronic check,76.2,76.2,1,76.2,high
4942-vzzom,male,0,1,0,64,1,yes,dsl,yes,no,no,no,yes,no,one year,1,credit card (automatic),66.15,4392.5,0,4233.6,medium
5510-boiuj,male,0,0,1,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.25,19.25,1,19.25,low
7502-bnygs,female,0,1,0,46,1,no,dsl,no,yes,no,no,yes,yes,month-to-month,1,credit card (automatic),69.1,3168,0,3178.6,medium
4291-hyebc,female,1,1,1,28,0,no,dsl,no,yes,no,no,no,yes,one year,1,electronic check,39.1,1096.6,0,1094.8,medium
6147-cbcra,female,0,1,0,33,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,669.45,0,661.65,low
6047-suhpr,male,0,1,1,39,1,no,dsl,yes,yes,yes,no,no,no,one year,0,electronic check,59.8,2343.85,0,2332.2,medium
4471-kxauh,female,0,1,0,42,1,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,1,electronic check,84.3,3588.4,1,3540.6,high
9752-znqut,female,0,0,0,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,48.6,48.6,0,48.6,medium
7638-qvmvy,female,0,0,0,7,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79,522.95,1,553,high
1576-pfziw,male,1,1,0,70,1,no,fiber optic,yes,yes,yes,no,yes,yes,two year,0,credit card (automatic),105.35,7511.9,0,7374.5,very_high
5666-mbjpt,male,0,0,0,65,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),25.1,1725,0,1631.5,low
7312-xsbat,male,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,electronic check,49.75,49.75,0,49.75,medium
3096-gkweb,male,0,1,0,18,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.75,1691.9,0,1705.5,high
2371-jqhzz,male,0,1,0,24,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,93,2248.05,0,2232,high
0674-gcdxg,male,0,0,0,63,1,yes,dsl,yes,no,yes,yes,no,yes,two year,1,bank transfer (automatic),71.9,4479.2,0,4529.7,high
1121-qsivb,female,0,0,1,44,1,yes,dsl,no,yes,no,no,yes,yes,one year,1,mailed check,77.55,3471.1,0,3412.2,high
4396-klseh,male,0,0,0,4,1,no,no,no,no,no,no,no,no,month-to-month,1,electronic check,19.85,63,0,79.4,low
3244-dcjwy,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.25,70.25,1,70.25,high
2824-myybn,female,0,1,1,37,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,95.25,3314.15,0,3524.25,high
0875-cabnr,female,1,0,0,10,1,no,fiber optic,no,no,yes,no,no,yes,month-to-month,1,credit card (automatic),84.6,865.55,1,846,high
6345-hoves,male,0,0,0,34,0,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),25.05,852.7,0,851.7,low
8318-lcnbw,male,0,1,0,35,0,no,dsl,yes,no,yes,no,yes,yes,one year,0,credit card (automatic),53.15,1930.9,0,1860.25,medium
6469-qjkzw,female,0,1,0,4,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,20.15,91.4,0,80.6,low
0147-eswwr,female,1,1,0,39,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,101.25,3949.15,0,3948.75,very_high
1217-vaswc,male,1,1,0,43,1,no,fiber optic,no,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),100.55,4304,0,4323.65,very_high
7812-fzhpe,female,0,1,1,17,1,yes,no,no,no,no,no,no,no,month-to-month,0,mailed check,24.1,409.9,1,409.7,low
6370-zvhdv,female,0,1,0,61,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.3,1554.9,0,1543.3,low
5915-dgnvc,female,0,1,0,49,1,yes,dsl,yes,yes,yes,no,no,yes,one year,0,electronic check,71.8,3472.05,0,3518.2,high
6260-xlacs,male,0,0,0,4,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.7,117.8,0,78.8,low
3566-caayu,female,0,1,1,64,0,no,dsl,no,yes,yes,yes,no,yes,two year,0,electronic check,49.85,3210.35,0,3190.4,medium
4983-ccwmc,male,0,0,0,3,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,69.6,207.4,0,208.8,medium
9103-cxvok,male,0,1,1,1,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.75,19.75,0,19.75,low
2896-tbnbe,male,0,1,0,40,1,no,fiber optic,no,yes,yes,no,no,no,one year,0,electronic check,80.8,3132.75,0,3232,high
4797-axpxk,female,0,0,1,1,1,no,dsl,yes,yes,no,yes,no,no,month-to-month,1,electronic check,60,60,1,60,medium
5229-prwkt,male,0,0,0,8,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,86.55,649.65,1,692.4,high
6982-uqzly,female,1,1,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.85,20.85,1,20.85,low
2522-wlnsf,female,1,1,0,34,1,no,dsl,no,no,yes,yes,yes,no,one year,0,bank transfer (automatic),64.2,2106.3,0,2182.8,medium
3841-conlj,female,0,1,0,1,0,no,dsl,no,no,no,no,no,yes,month-to-month,0,electronic check,35,35,0,35,medium
5057-lcoui,female,0,0,0,39,0,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,electronic check,50.75,2011.4,1,1979.25,medium
0193-eszxp,female,1,1,0,58,1,no,fiber optic,yes,yes,no,yes,yes,yes,one year,1,credit card (automatic),105.5,6205.5,1,6119,very_high
4475-nvtlu,male,0,1,1,45,1,no,no,no,no,no,no,no,no,two year,0,electronic check,19.2,903.7,0,864,low
4369-htuif,male,1,0,0,6,1,no,fiber optic,yes,no,no,no,yes,no,month-to-month,1,bank transfer (automatic),85.15,503.6,1,510.9,high
9386-ldczr,male,0,0,0,43,1,no,fiber optic,yes,yes,yes,yes,no,no,one year,1,credit card (automatic),90.65,3882.3,0,3897.95,high
9585-kkmfd,male,0,1,1,41,1,no,no,no,no,no,no,no,no,two year,1,mailed check,20,879.8,0,820,low
5399-zimkf,male,0,0,0,5,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.65,383.65,0,373.25,high
0336-kxkfk,male,0,0,0,72,0,no,dsl,yes,no,yes,yes,yes,yes,two year,1,credit card (automatic),61.2,4390.25,0,4406.4,medium
5619-xzzkr,male,0,0,0,4,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.95,68.2,0,79.8,low
3948-fvvrp,male,0,1,1,9,1,no,dsl,no,yes,no,yes,no,no,month-to-month,0,mailed check,54.8,452.8,0,493.2,medium
5327-xokky,male,1,1,0,72,1,yes,dsl,no,no,yes,no,yes,yes,two year,1,credit card (automatic),73.45,5329,0,5288.4,high
0983-tatyj,female,0,1,0,33,1,no,dsl,no,no,no,yes,no,no,one year,1,mailed check,51.45,1758.9,0,1697.85,medium
1813-jywto,female,0,1,0,72,1,yes,fiber optic,yes,no,no,no,no,no,two year,0,bank transfer (automatic),80.45,5737.6,0,5792.4,high
0156-fvpta,male,0,1,0,22,1,no,dsl,yes,no,no,yes,no,no,month-to-month,1,electronic check,54.2,1152.7,1,1192.4,medium
1984-fcowb,female,0,1,0,70,1,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,1,electronic check,109.5,7674.55,1,7665,very_high
0654-hmshn,male,0,1,1,21,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,0,electronic check,104.4,2157.95,1,2192.4,very_high
6719-oxybr,male,0,0,0,15,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,0,electronic check,85.3,1219.85,0,1279.5,high
3312-zwlgf,male,1,1,0,29,1,yes,fiber optic,no,no,no,yes,no,no,month-to-month,1,electronic check,79.3,2414.55,0,2299.7,high
6476-yhmga,female,0,1,1,15,1,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,0,bank transfer (automatic),76.5,1155.6,0,1147.5,high
5287-qwlky,male,1,1,1,71,1,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,1,credit card (automatic),105.1,7548.1,1,7462.1,very_high
0795-xccte,male,1,0,0,72,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.4,1809.35,0,1828.8,low
0168-xzkbb,female,0,1,0,19,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,86.85,1564.4,0,1650.15,high
3785-nrhyr,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,19.65,0,19.65,low
5196-sgoak,female,0,0,0,1,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,75.7,75.7,1,75.7,high
4537-dktal,female,0,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,45.55,84.4,0,91.1,medium
7072-mbhev,female,1,1,1,11,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,credit card (automatic),78.1,864.85,0,859.1,high
5602-bvfmk,female,0,0,0,12,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.3,228.75,0,231.6,low
6297-noopg,female,0,1,0,70,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,110.5,7752.05,0,7735,very_high
1891-uawwu,female,1,1,0,20,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,0,electronic check,90.8,1951,1,1816,high
8204-tifgj,female,0,0,0,23,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),20.3,470.6,0,466.9,low
8050-dvojx,male,1,0,0,49,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,0,credit card (automatic),81.35,4060.9,0,3986.15,high
6108-oqzdq,female,0,1,1,4,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,97.95,384.5,1,391.8,high
0363-qjvfx,male,0,0,0,32,1,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,1,credit card (automatic),108.15,3432.9,1,3460.8,very_high
8903-xebgx,male,0,0,1,2,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,electronic check,55.3,108.65,0,110.6,medium
8169-saejd,male,1,1,0,69,0,no,dsl,yes,yes,no,no,yes,yes,two year,0,credit card (automatic),56.55,3952.65,0,3901.95,medium
9840-dvndc,male,0,0,0,6,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),80.5,463.05,1,483,high
1089-xzwhh,female,0,1,1,24,1,no,no,no,no,no,no,no,no,two year,1,mailed check,19.7,494.05,0,472.8,low
2325-wines,female,0,0,0,32,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,credit card (automatic),104.05,3416.85,0,3329.6,very_high
6064-zatlr,female,0,0,0,27,1,no,dsl,yes,yes,no,no,no,no,two year,0,bank transfer (automatic),52.85,1498.65,0,1426.95,medium
3096-jrdso,female,1,1,0,27,1,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,1,bank transfer (automatic),104.3,2867.75,1,2816.1,very_high
7824-pansq,male,0,0,0,58,1,yes,fiber optic,no,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),80.65,4807.35,0,4677.7,high
8042-jvnfh,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,71.35,71.35,1,71.35,high
9648-bchkm,female,0,1,1,18,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),24.65,471.35,0,443.7,low
2888-adfao,female,0,1,1,47,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),21.3,1041.8,0,1001.1,low
8707-hoedg,female,0,1,1,70,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,110.2,7689.8,0,7714,very_high
3374-lxdev,female,0,0,0,13,1,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,0,electronic check,89.4,1132.35,1,1162.2,high
4072-ipylt,female,0,1,1,36,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,credit card (automatic),51.05,1815,0,1837.8,medium
7167-pceyd,male,0,0,0,67,1,no,no,no,no,no,no,no,no,two year,1,mailed check,19.8,1311.3,0,1326.6,low
4936-ypjnk,female,0,0,0,10,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.9,199.45,0,199,low
1580-bmcmr,male,1,0,0,19,1,no,fiber optic,yes,no,no,no,no,yes,month-to-month,1,electronic check,87.3,1637.3,0,1658.7,high
4817-keqsp,female,0,1,1,71,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.85,1326.35,0,1409.35,low
6408-whtef,male,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,mailed check,89.4,6376.55,0,6436.8,high
9251-awqgt,female,0,1,1,48,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20,935.9,0,960,low
8749-cljxc,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,20.05,0,20.05,low
7989-vcqoh,male,0,1,1,18,1,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,0,electronic check,83.25,1611.15,0,1498.5,high
5049-glyvg,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.6,20.6,1,20.6,low
4199-qhjnm,male,1,1,0,67,1,yes,fiber optic,no,yes,no,yes,yes,yes,two year,0,bank transfer (automatic),102.9,6989.7,0,6894.3,very_high
8882-tlvrw,male,0,1,1,69,0,no,dsl,yes,no,yes,yes,no,no,two year,0,mailed check,39.1,2779.5,0,2697.9,medium
5883-gtgvd,male,0,0,0,19,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,99.95,1931.75,1,1899.05,high
5135-grqjv,male,1,1,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,mailed check,114.5,8331.95,0,8244,very_high
2384-ovpsa,female,1,0,0,38,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.2,735.9,0,767.6,low
1371-wepds,male,1,1,0,40,1,no,dsl,no,no,no,no,no,yes,one year,0,electronic check,55.8,2283.3,0,2232,medium
3580-gicbm,female,0,1,1,61,1,yes,no,no,no,no,no,no,no,two year,1,mailed check,24.2,1445.2,0,1476.2,low
4817-qrjsx,female,0,0,0,10,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),81,818.05,1,810,high
9730-drtmj,male,0,1,0,32,1,yes,dsl,yes,no,no,yes,yes,no,one year,1,credit card (automatic),72.8,2333.05,0,2329.6,high
4686-uxdml,female,0,0,0,21,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,credit card (automatic),99.85,1992.55,0,2096.85,high
3349-anqnh,female,1,0,0,59,1,yes,fiber optic,no,no,yes,no,yes,yes,one year,1,electronic check,99.5,5890,0,5870.5,high
2398-ypmur,female,1,1,0,13,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.15,916.75,1,911.95,high
0932-yixyu,female,0,0,0,47,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.25,1029.8,0,951.75,low
7480-splef,male,0,1,1,69,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),26,1796.55,0,1794,low
7636-xuhww,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),19.9,33.7,0,39.8,low
1431-cywmh,female,0,1,1,22,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.05,454.05,0,419.1,low
5937-eorgb,male,1,1,0,15,1,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,1,electronic check,96.5,1392.25,0,1447.5,high
6349-jdhqp,female,0,0,0,53,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.85,1049.6,0,1052.05,low
5539-hivak,female,1,1,0,28,1,yes,no,no,no,no,no,no,no,month-to-month,0,mailed check,25.7,734.6,0,719.6,low
5847-mxbeo,male,0,0,0,22,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.3,475.1,0,446.6,low
9985-mwvix,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.15,70.15,1,70.15,high
4583-parnh,male,1,1,0,16,1,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,1,electronic check,91.55,1540.05,0,1464.8,high
1116-fryvh,female,0,1,1,48,0,no,dsl,yes,yes,no,yes,no,no,two year,0,mailed check,39.4,1978.65,0,1891.2,medium
1421-hcerk,male,1,1,0,30,1,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,1,bank transfer (automatic),105.7,3181.8,0,3171,very_high
9633-xqabv,female,0,0,0,3,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.25,229.7,0,210.75,high
0716-bqndx,male,1,0,0,57,1,yes,fiber optic,yes,no,no,yes,no,yes,two year,0,electronic check,93.75,5625.55,0,5343.75,high
1265-xtecc,female,1,1,0,68,1,yes,fiber optic,yes,yes,no,no,no,yes,one year,1,credit card (automatic),96.55,6581.9,1,6565.4,high
1183-canvh,female,0,1,0,23,1,no,dsl,no,no,no,yes,yes,no,one year,0,bank transfer (automatic),60,1347.15,0,1380,medium
1972-xmuwv,female,0,1,0,65,1,no,dsl,no,no,no,yes,yes,no,two year,1,credit card (automatic),59.8,3808.2,0,3887,medium
8679-lzbmd,male,0,1,0,44,1,no,fiber optic,no,no,no,no,yes,yes,one year,1,bank transfer (automatic),90.65,3974.15,0,3988.6,high
3407-jmjqq,female,0,1,1,71,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),109,7661.8,0,7739,very_high
6252-dfgtk,female,0,1,0,37,1,yes,dsl,yes,no,yes,yes,no,no,one year,0,credit card (automatic),68.1,2479.25,0,2519.7,medium
1539-lnkhm,female,0,0,0,12,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.4,266.6,0,244.8,low
8645-komjq,male,0,1,1,69,1,yes,dsl,no,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),81.95,5601.4,0,5654.55,high
0289-ivarm,female,0,0,0,35,1,no,dsl,yes,yes,yes,no,no,no,month-to-month,0,electronic check,60.55,1982.6,0,2119.25,medium
9761-xujwd,male,0,0,0,5,1,no,dsl,no,yes,no,yes,no,yes,month-to-month,1,bank transfer (automatic),65.6,339.9,0,328,medium
4057-fkczk,male,0,1,1,58,1,yes,fiber optic,no,no,no,no,yes,no,two year,0,bank transfer (automatic),82.5,4828.05,0,4785,high
4291-tpnfg,male,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,bank transfer (automatic),82.3,5980.55,0,5925.6,high
6087-ypwho,male,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,no,no,two year,0,mailed check,68.15,4808.7,0,4906.8,medium
3090-qfuvd,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),20.3,20.3,0,20.3,low
2237-zfsmy,female,0,0,0,39,1,no,fiber optic,yes,no,yes,yes,yes,no,one year,1,electronic check,95.55,3692.85,1,3726.45,high
1722-ldzjs,male,0,1,1,53,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),20.2,1068.15,0,1070.6,low
